address,amount
0x33c78d806862F3F2Cb151501CD56AE12f62A7D0e,217000000000000
0xF0BA50F0F129a858e81086A4f3c5A5eb955768fF,394000000000000
0x91C3bad6994138252B0e2B62CaE237d41f3A0A4c,379000000000000
0x1E57CAF2f1056235c9Fa467b83311b32183e1A10,412000000000000
0x43EE6f58B37F416E6410Ee6120DbEE16A29c81F4,381000000000000
0x85659B203eDadBD9457ce944cAa00c9f83cB19b6,273000000000000
0x03cE1C69e5f7b8726E7764D105133E7B11CE3059,457000000000000
0x45d8A1cfdbFc15b2768A89e14998302B445c069f,239000000000000
0x3AE9ebbd1B0B505e8313bf44571989166B575C7C,381000000000000
0x7f2022C253Fd10C4253f2e8c5d0Dcd44340aDCc9,455000000000000
0x40368bcE20c1eD120737A5039dAF3BA0Ad33763b,332000000000000
0x96d4A2B62A20CD41B0D6Da5f44A3f6A06221869D,313000000000000
0x51e1fF23F7584bB6c63C3798041C2d247ba3dA1c,322000000000000
0x21a15d4362eBE7d22c58A8a5889fbdFe4a6f299F,480000000000000
0xe6DD7fB7c4F21978011b113c75060f6E8c46Ea00,456000000000000
0xa2B8F0cBB38a6F3d7E741831f647c0F973c777C8,330000000000000
0x48C094dd614F9072282109F7F9B4FBeADf58E59E,235000000000000
0xBa0AD85aCbC37eC7f822256Cae8038f0D59aA6f4,463000000000000
0x171688ef19CC49D9F5e6957286338b24a9EFBFD2,203000000000000
0x4C390C53c9C3CF474c2baAEa4BD8df39c704883d,422000000000000
0x5C83fE15f8Ee9467c02eb5252872b7B0D5CdD39C,250000000000000
0x87D02F4aad7A2372a33cbC10391bB5c4295dd320,350000000000000
0x340ce63f18D01AFA7420715e8Ec422AFf1DAd556,406000000000000
0x766F5d7317BDABbFD8195D1444Be7Ca16A5A49D8,305000000000000
0xe0956E02cC060849aFf8201a1675430ca9Fb7180,321000000000000
0xB55D65f8509cC169174064978ecb91f628920961,317000000000000
0x44fB69D37E09a85b678f1D713491510b3521DEAb,250000000000000
0x1d61515441d72b7FA6d9Cc4ccA15b1BeF618690e,430000000000000
0x48bE9AD53Af9E636139F34E632E8a511cA5D0A4B,342000000000000
0x6A31B0adD55547D43966735bcFfbbcE073F96190,266000000000000
0xAca6AcBED1C4C45ad496fe16DE3dB8f918e016fD,251000000000000
0xe22c6Ccb70af4D6b25553682c1d2ae60cB5191D1,267000000000000
0x058Ed0Bd8e854c05D837282A40a827128026110E,210000000000000
0x5f0841Ea00416123ADA6726911D9eC2012bc7581,467000000000000
0xa39191ba69335C743B6aCb24bcaA704FeCf08f8D,487000000000000
0x780A5405a3a7FB736F0578f94c0a0EF915101c67,358000000000000
0x64126DdE7FeEFE12A2461EC76bF2eeEEE667fa31,467000000000000
0xCB217613a53D88EaCEadc03698c21A0af0Fc07E5,263000000000000
0x7aa800f53752f1B7622CB2A3b8049F5C2b46ddC4,454000000000000
0x4dDf5b955388E5b51825DD851ea770c8bA7cbD19,433000000000000
0x53646A4D924A3d4C206a0C4F7266DEe9ad6eD0AD,250000000000000
0x01B96c79a99e68e21090C203C5c3544F509Dd5Bb,207000000000000
0x3Af4dF6509C1A3765c1D3C745a69Bb9114e6dB68,332000000000000
0x5c2F0AdD67ebf6431B6a55CCC31E3f166A8407Aa,422000000000000
0x303e41d0281FFC7BCe5c9DCa805D238CB69ba3A0,288000000000000
0xb418708d2563CBa8b094B6f7F0bb46fE28f6BdC6,496000000000000
0x4feFFcffa27b744728b0214eB69d4C89dB5f04F2,241000000000000
0x6608f74a18595854D4DB54F28e17f877F9134DFC,277000000000000
0x4926aE017cC6a4b2aB375f9Fed826107008CC8Fe,443000000000000
0x986Cdf15C21Cb1EaF8cFdaD0cfD831a6a83C7E06,310000000000000
0x1dEAEF47b0dE5D7C9188a339246eabfF2E81a943,440000000000000
0xe473FC56f1dcBDC75f91A11D66d42C6073C1A329,432000000000000
0x4af31C1d6D1EBfD3e9A4C4EfEC283a2Bba95A371,284000000000000
0x772CF9379Df099D7fbc4172d806f1dF6bc548Ccd,483000000000000
0x61Ee51c9a4EbE788a8Ddac6050728CC99143Ff58,465000000000000
0xDC1dBb39F215B512e92136e60594992Aca8912c5,217000000000000
0x822b99ACd1F029Bbb7708f7c8eBB9fad14C156E0,304000000000000
0x83A0c6e4c9C43a63b5951B70b696259AD6CC7475,490000000000000
0x2c397A2b893664d007f8aC5d847550F38eC845aa,328000000000000
0xe8cFFe33eBD29e904ceb654AeF66c8A3F8719496,258000000000000
0x4Fc8E5fD9aDdf9Ad47Ed2Ec474675039aCd04021,493000000000000
0x45410C618B40a3D1c630ECD4C438f7FE75580bC0,420000000000000
0x95907e29E5c9512eDEc8Ff1cF487ac834d18ea50,417000000000000
0xed752De796E22FdCf4799a5363dA84f444BeD39d,359000000000000
0x9AA8931f8E1fFF149E9e03d055d7d5ccdf3d7D35,270000000000000
0xF1aAEc99b3ebA1249D163EA0c0109f1BDe2c0302,359000000000000
0x4F80a0e8d9e26d90e325C8d70CF9963C0a65eebF,472000000000000
0xDcBd10B2065e147a880619cc4CC2142e58D31d39,220000000000000
0x983De68ceDc7eddEDa6791c4102400e2cCDC39fc,240000000000000
0xa19EaE1BA92D4c10852c0A44b9C8708a5046ab6c,415000000000000
0x953De1997Ae7e4f97Ec7A688F928581333B9c1c5,344000000000000
0xd73b6FEDCdA89dDec9FE8Dc19470d1cDC5bfBe93,354000000000000
0xa4b46963304d0D1c79390a68a551291F60E14a8F,290000000000000
0x15702EA0D68cc84EB6436089C6Baad77389d2870,249000000000000
0x0727702C85B90549E6C62Db45D729cE29A72a957,277000000000000
0x26892699Dcc5B4Ec36C3A5345783A7d92dA944c0,477000000000000
0xB8873763d88a3EcE956583D69080570370f94d21,295000000000000
0x1E15Bac696Cb14C91E1C488e545Ce8E3b47b44D1,231000000000000
0x52c52B8a073853a90df2E91c9b6D3720764a9EF5,428000000000000
0x4A56C677C784DD1106B7421eFDf964988670b7ad,301000000000000
0xf72fB4c7dCe53DDed95bee7E3A50e20bE9c9922D,210000000000000
0xe29cbD625beaeC144454Bd5f774eda2CA6997eF1,442000000000000
0x81708929BAfE6d291BaA86981D7f36fa14E316f0,328000000000000
0xE08704619125462585f5DB9730d4aEf6d0351738,470000000000000
0x9c36456e0557e761e8B625855C446B292091FF79,357000000000000
0xd2B0C86c1B46976A83038AD4216a5797B2f9e1a3,483000000000000
0x2BC4d5a7fd6aE9E525dD04101b48CDdA0D83faD7,205000000000000
0x2af016e94FE9E9d233C09FeD468CDA0752326980,215000000000000
0x349DbC184C09950B8aDD4e01541A5282a3c9C57F,494000000000000
0xf3b58A34dd3E0E31bA1Bb7D1A142Cba2589795ee,405000000000000
0x4169f8aBc68640a08a75b5941861061f13D7D6B4,208000000000000
0x4dC36D901749805F9f77B995Ac4BF98F2276874c,314000000000000
0x9b695c5529cdFCA4365ff3c24B56a640b5a120de,423000000000000
0xF82d0E034AfD6Cf504c45af7f546B0029B69aA8C,377000000000000
0xD139D9eA20ff65E36f300f9fe2205338990B8947,276000000000000
0x435B6b9E677b290D8085883a718C3599321F6626,254000000000000
0x36E3F8298539aa70616cC2ABc3399Cb118d0Bde9,245000000000000
0x2998a6d7093073Fc2d51Df283aa1b708b66774D1,208000000000000
0x588cc07881511F48d1BcCbAe2ab7D98Eb1707cbF,396000000000000
0x3ba944557ac24f51F4f831A2623798DF43EB86CE,398000000000000
0xcae07aA43D25630C2b4EE5AC919f8A045a6C10Bc,439000000000000
0x4d63ad32786D998451BC059FF47760b5CDA45A72,261000000000000
0x95F863C506c2f14Eb4a32F4b37ef338150C5f2C8,346000000000000
0xD23013972c2745B5D1123636E49bE3BB9BAA15b5,368000000000000
0xC08F895FFD99f82b125cfac601361C848a144701,259000000000000
0xabD93b1aBD66Cbe8e86d89613C01186C21902D9c,299000000000000
0x2cDc2f10cc26985EbA3993111321c913593a5D4d,441000000000000
0x36cA39Dfaf0cFCc789bFE1a71E2b7Ea2E7472FD9,372000000000000
0x24C4F54d75Ae6264ab51C71dBFfA5B0105f85401,270000000000000
0x7ed05A90c80C8F546367dD11704121Fa60ba3550,297000000000000
0xFaf64d780E1fbF4D06FedBF2bC3C88BC4a9a8eA0,278000000000000
0xb03A133bF9b974FCEc10965817e08B542e06bACc,414000000000000
0x5315438B2a119bB2157B2Aa4FeD14B195615E1F2,336000000000000
0x25e3F93956E89E059b9ae346BBbdC381c26f0e0f,344000000000000
0x359E6Ffd81a7922D88115e274548e947b6852929,312000000000000
0x605D884E0e8B18594F6bA44F00e4DeCf04d98655,464000000000000
0x352b7B6B4c2459fc89854F3BF3172E0d9EFB117f,467000000000000
0x746b661b37C9f7b7a695E238a97094e6dB8eD4D3,497000000000000
0xeCf6b673A85344dB33eE772866E7B2B8d477bc46,442000000000000
0x0791d15F219263a92DC357E50329a1fdBcf902c8,320000000000000
0x4fe8592Eda518388a666DEC49E8CBADE6BCF658c,314000000000000
0xB318aE09CD5069b9e5aAA53B3737869bf63c411D,245000000000000
0x7d1cdd36160C99821a96fA67B0BADaD0E51ab4a9,351000000000000
0xbadabAd5fa98d7c8609041B2379442bC40037a85,327000000000000
0x61a3A9DE79B46c3a75Af5C6D14CE9Df56B31841F,477000000000000
0x6fBeA3A316F1014f1212667BfB7A88D36D7F17cA,496000000000000
0x3D6D993561FB7b362021B5Fc32166705E40ADC7b,329000000000000
0x84D33e8Ef08BC6bF82EA711Ddc01f47a485f685C,437000000000000
0x2DB2D79777ca9FcaAAa73bC01F779817007Bd53B,326000000000000
0x3006fccfB3C803b340AfD7efa8897cC9661F8E83,371000000000000
0xd6b6A034Aa5A8d9879A4D15E5bb9E8F199A8B26d,348000000000000
0x8a4608072C774722F7259aed76E951186dbcbb1F,383000000000000
0x72F4D8E802Fea8Ad966BC97a1cDDF6c7DFE5Bc25,314000000000000
0x30268A522e4Db70715e2E637f4aABF6e79E0C1A3,223000000000000
0x6827Ab6d360317014C60aa45277eF712CC058cFE,344000000000000
0xb1bE92A300D74a217b0755e747B94b341D58dDFd,338000000000000
0x00D152b2090CE7842F4965eA38A4A0284A50c849,215000000000000
0xbd8415B13119d2EC91D6429B7887915b86Fe2c6e,411000000000000
0xCe9ACB40699Ad7C3eE8dcd2c5009Fb76a44069e9,448000000000000
0xa0a717e4710097060BA509Eed890E8E9B39ea6d0,273000000000000
0x365cd515454b03182c480825D107Cb3D59F6913A,239000000000000
0x2bE10446846dbCd4cE4930Ea5aF61Cb259f25b6A,350000000000000
0x4446d344B5032b44A7b353100A6EB18332E1911F,329000000000000
0x24672661A66d96a966575D17a0f128F1ED60737d,485000000000000
0xd78B75814106d706568fBa341b58d84B3D91eb1c,282000000000000
0xDfD087E36C7ac51067876254f367ed07CFaFCa85,435000000000000
0xC40F6c2A6c64473BFd9700D103fAE70c35BC8AD0,276000000000000
0xb8dA3b0b2d2A3bb3DF7dF599DB7ef7e25ba1047B,349000000000000
0x0EBda9d2a44F9D561DB8C606B7f4188aE3e9dE35,242000000000000
0x8d6474482132f5f7d086a2c0988f143e85429438,369000000000000
0x50af6975CC88e672649f48133d8de93C7eA98Ff5,345000000000000
0xF21EF96B956a81d3ba4617B9d41cf0e7BBd345AF,251000000000000
0x5D7e50Fc21d6eE0de36224397d1b90b32E8537e6,401000000000000
0xfdAc7014B0aC3028D63C4825bEbF6FdB13Df5a27,273000000000000
0x348E35ef289d33c8BB03CfA1acD8BB7C69365009,218000000000000
0x06924E450D69613B184B77aFb498d8F4fA735FCB,407000000000000
0x606B70cA38F6A50F2CfDFc4ca54De8ad5aCE9f17,294000000000000
0x16AE2e37AFA475a40e7Fd0bE167cf05c00093277,420000000000000
0xe8b10794893a225e48559752193CD7741a91eF5f,465000000000000
0x8f605cFc8EA1fB5AA74B994cFEE9b74d8C07712C,424000000000000
0xfe0041dEf567b635898E65c88B57d2783457DA07,380000000000000
0xc392F9739FA42F27AF4CD38Da5a01983788e2406,280000000000000
0x3560e4ffB2d4576Cc237E1735B24EF214BCC0736,435000000000000
0x207052Fb9aE8fAc82B10CFC92c4e6340Bdac6617,246000000000000
0x0222819efe8549e537D4DfDbFB4788E38FE6F6B5,465000000000000
0xdBcFaB6461560b973c7aCaDce55c7b9C47e7bFE6,239000000000000
0x7A1E0509bE98cA0004f05B8088174Ce98ab6e151,319000000000000
0xA19Db1aD88D052151F4f4Ea11D2BF33C069694D4,389000000000000
0x19E343CC88B9426b5C0c4C0634cdc09a21691b42,300000000000000
0x4f99549e8084B7a64c00Ce2C4924dC69CCb802a4,478000000000000
0xD9F11d345F652d14e9BBdE7eDeCd0c3B19c7C25B,317000000000000
0x54AC0c285E9816b316CF2FEbDF6841394354aA02,452000000000000
0x681F949781ddd889366af8FAFbCaB1bbee8C8E09,468000000000000
0x5222f4f922026de187C48ec501e46579f63E3a64,327000000000000
0xa4c5C66A11477A9C219feA57490FC4E7963657C2,258000000000000
0x2991659ac335706F8aaaD242375ab126CE72127C,251000000000000
0xA61d75356e797DDd43cDBB35a64754cceF685FFD,269000000000000
0x9289eb0c9E69e58750CC008278699b9F6B4b2BcA,260000000000000
0x67528712f64AB8A06CaC0fC35176844d8323955B,486000000000000
0xe2C63f92312D7d9F06765BdCFb43526b26BFB322,301000000000000
0xBC0A13f78bc3abB0812C3518b0611B6D022d0AeF,204000000000000
0x60D3A0DE8b57B4F0a2EeD183C81f9Ec396CdD963,450000000000000
0x3DF7Fd98111BbfF5ce7B5b3a9b9Cef038442c25f,401000000000000
0x590a25F6bd9eD7cC27571c28df57E39A9133A075,405000000000000
0xa16422Fd64Df70a7271bfED7Cd0842F6d21A8eF4,290000000000000
0xD896D51d2dB1480b68CC5D27B5679F735630606d,217000000000000
0x597B0236bB995B2B01F83FAda9d1359e5E1202Dd,211000000000000
0x3BeBa3b5EE87FF8f26D5a05000c7dA11BeA43e60,238000000000000
0xA5f4337e187bA924FE9141493bCFa942Fd99D66D,395000000000000
0xE27691ED25B6cE81062a364E8d6537e26375172a,471000000000000
0xdAa1256C0FCb8DF0D3a9cCf8E2A586dd89F36463,354000000000000
0x15e7048E06b2a07Ff62f8f1f5B4d2E9BD7930190,348000000000000
0x1fbc3BD7973D48665b666115f57Fa15533981068,398000000000000
0xeD41D5312a592945E09F284B7782a2D6B0895316,417000000000000
0x3fbEc03b4743f5323E5722bCbb79baD80De921A8,311000000000000
0xe6497275Bb3ccB5736E5C26af942BD23592571e3,317000000000000
0x71270C594CEDdA469E04408B8AAF6Ebe8b76C796,348000000000000
0x578c64F01df1646F606bE39c37363e07E532e003,497000000000000
0x839D89c4aA2E85B81D0D9Ce0B965957AAbbA37D7,483000000000000
0x0821Dfcd8734C0bF6583Fa55FA59f7178BbD2CEF,202000000000000
0xc4d1C40380F03cdED2443cbaeAA4951D86920558,248000000000000
0xC3294996f7a06a602136857FC36Df79A356Ec43c,272000000000000
0x9fb99DBd3883AEe36FF8242bAb6b89CB6d976f64,494000000000000
0x4Ef10016F2FC9d10C90686B3CA681Ad0A5ef4E2D,451000000000000
0xB91E97eDc9e064BcA451F4C06EeCB0Aa819bF075,220000000000000
0x8B692A8D18C84E877B60A1EF8a92d6d366ccD0AC,457000000000000
0x227A3C29579CfDC47d2C4691B55767F39823a1A5,241000000000000
0xC695DBd6458208734cb84f1acf2341aA4ce3f980,274000000000000
0x1f93d99f34AB6d40f8607d0a5c3DBAea3b7b7CD1,352000000000000
0x8603E353DAcd7c8773274010f72F8111B2260C68,235000000000000
0x225D14d49c37121a56f317e6E4686FcEb004a37B,490000000000000
0x4F30fA5BEd691AffC967d8c9991113E9DCDF99d3,238000000000000
0x3D9B16423005d6C7a5beC99D14Be8CD400b5f9cc,491000000000000
0x4a2E0a1918DECe8418F56390670e2B45be08992E,448000000000000
0x9251606a3e01f5bcF4B39417B629D277Adb1d7cB,498000000000000
0xec0F806cc6c9913DFa2Eb30D3928DEf1787C9a8b,329000000000000
0x81a2A6B833cB4725BF7964566b6073227Bff4186,383000000000000
0x451e838Dc6E22eB1298f5e4C1366FE7d07E29071,390000000000000
0xAbD7F98d9B76Af47E710aa9F7D87EbC611b2dccc,457000000000000
0xC357bD6a8f00C79E8468e5B5bfD703aEa6cc5474,212000000000000
0x3D9E4D1344083710a9c3f810C6153EaD411E22b5,253000000000000
0x75E177505F9A2Ea401bb4d2F2680F375c4F40C25,381000000000000
0x3A901D936c9fc6bbE36Cdd7385B7351AC779Da39,312000000000000
0x40134B916E678d187a312874ff5A4CC98673a312,207000000000000
0x99D8dc5D6512191EAD930020ed3d8d9eBcBB8df0,342000000000000
0x53a353784163A05aA383B7c84bf72896d63666B5,444000000000000
0x2aC11BD14fF56ddDC2a4fe5BD6A63866E85c5123,412000000000000
0xaee145D6319D5761FeDe832cBfbAc3966b5dc646,348000000000000
0xc9b279e98B597Aa8ec84b5e8114306E17d88aE6c,353000000000000
0x81EE5ab035971D825467d65d355f379aA33780F9,255000000000000
0xE7BeFB40124CfB9576949fC20d988bF129488BfA,461000000000000
0x62Fc0F872ba1F100810089969abd2d661262331a,411000000000000
0xE2BA0bf35364E2aFFe5f05c75DD33d98B3C78B90,267000000000000
0x8470b54d3915215d8d30e300702f431C4dedF52A,372000000000000
0x9e040764AE8F8207e9A8e20b918030145035b15F,359000000000000
0x58C7706edACaf8E33ebc1137115787905B58A53E,472000000000000
0xF791EA64363Fc2aD0727e7AE39b8841c4276022C,285000000000000
0x15606961feA858F4690C51cc3946D244E13A045e,301000000000000
0xA7EfA13c4fA6B88c83409e8f7E6f69ac6825a4DC,411000000000000
0x1BEA51A486108387db906682437bf4584e72c7f3,472000000000000
0x1ae615f6d44156650ad23430478797e6dBd6864F,445000000000000
0x00e5E8b3485eDfFF59fBDcfF97cD1Ac369035B68,309000000000000
0x8B0f9bee206D1995C0D24DdEA1342455Ea0A7CD2,286000000000000
0x17D30D605306692078c6BA42C0bbf29fD93E9e8F,215000000000000
0x48e743D560D3BCC7eB8b81dD2620F9897EBaf6e3,453000000000000
0x1dF6588469eCb6BB0346415dE6752e9243A826F0,252000000000000
0xccB40fC2CD09109890eaEE5f51EebC8df7352EEC,431000000000000
0x0595a32A0f4F610A5DEac962c18D8ddDF4Aaa803,343000000000000
0x1dcA1C0Cc56f8078Eb71508d60318fFb8B8953bB,379000000000000
0x04bB058524D68780bd24CaaD871DB959928A6B10,270000000000000
0xEF405D947F2c4FA6Dd7Cb2dea98bfCaD9A6C31e9,452000000000000
0x2742b4b5EE05B325E8f0688580Ba4C2Fe9Bc4341,363000000000000
0xD69c7468D0842998b5b3289c71f6D4086A727a57,384000000000000
0x3fA8b0ab5F3cd89778c151F7d66aBfC00a6f4Aa8,204000000000000
0xc5D2Dcb3074c628D898762cfa44C7880a5b0E518,388000000000000
0x132B239E3BB58BAa24a86D0b8eEb33fbf3d344D2,224000000000000
0xad32a144356a0272aA94c5aB474b8cD974771955,423000000000000
0xAe237A3577A92a42476c951975AEB52b67b1502e,475000000000000
0xA7666562554dCb04C36A897757659Cb031C4c90B,446000000000000
0x90ab6338bfa9aAd85268f944925be51a5868297e,233000000000000
0x18cC702E5942148b2AF8B0a8FA92B4DE4dA23b41,413000000000000
0xFdf5ec1Eb1FE6f5Cf7c213750864fC515d4039FF,278000000000000
0x6ec6Cd16C92009461BdB28Db3854B3DCD765351f,485000000000000
0xb348c66B2792bF1DC9663E96fB74c3f6a3276472,340000000000000
0x65C24a53Ac3549f4D9317c99cC91BB785CdCB61c,419000000000000
0x305A2d01d1A2Ecb3A5E33045519492979BE34fCB,353000000000000
0x0F1Fda9951F7cbD37a5f979a537903349032C003,310000000000000
0x005B36538ADDB148501718d2129bCCE243F08956,449000000000000
0xe67ef397727B845a476F9C9C121C4023292E029A,446000000000000
0x1f7Af14472ED92d7b89a005777068D2Fdd30250B,452000000000000
0x5Af6199112988E84561b34862c0D13A7dE16aeE7,218000000000000
0x2f6D3b2A22500D6F4EEe77D791F3B282f0534137,228000000000000
0x109a90D03e41dCDB3F3959433d8445159BFFec07,420000000000000
0x28455deDD1A3A2e2a30fc7666b008a2d64b92A5e,443000000000000
0x49Ed8063D7d32297207561f385D067343Ba45E89,251000000000000
0x8D6699999EE59dCC7CEB0c2ba762273Dd989b303,399000000000000
0x90c8B8e57d44F926Dd34d65c0DE2E5160B5c32b4,212000000000000
0x3921627791D821Eb33eafdF8280c01A693E8cD9d,359000000000000
0xC02f94a1E5471750bC530b705627Bf3d8C6A1905,429000000000000
0xCe5F00F6229bD299385ddeAE644909168F02E643,409000000000000
0x573946f1427dEB3abbEAc1305CdcAfbC60024B5E,400000000000000
0x9B98a294EcEC6Ac24ec96253B206D148ff8350c2,475000000000000
0xd70254F87EeEF464c8D930e10362C2a0A9E4DF4C,363000000000000
0xf2C1Ed543E365ae25ceB3499daDF77D40fe13771,426000000000000
0x048A348F6271AaBf4D72641B2510e95fA0d773C5,206000000000000
0xe78F97ECF345F22E48CD0B9B1e9Dfc668C50CB37,272000000000000
0x18b19b6df424aa03864826cC7DCd270B65812EC2,466000000000000
0x4B223FE2367dBd054a84A59eC889346704E66C25,434000000000000
0x6Ad3b12Af6a5DFA399B972CE817341EB198Fe0f7,277000000000000
0x34C01A1167B035d6340C67faE453A8Bad9d2A15e,234000000000000
0xc2f82B5B1403dD6E5E55dD878dD7F4c59D50199b,202000000000000
0xe7C063D6Fd953865BceEa39B130D32DadA04c984,228000000000000
0xa067ebE40b325ea43Bb928e43d4a8e852a0C5d9C,390000000000000
0x5b64C8D7D9E76aFAE8E827d73affe44A5c579c16,385000000000000
0xf06f64affa6311dE21F9740736895729EB869Be4,387000000000000
0x5EE0807D6C1e90C7295E12A11725A91773BDc494,285000000000000
0xad6022F90EB1225C7408AdA74611e05eadC9A9c6,475000000000000
